total.status,total.tgres,total.rs3115860_2
1,-1.09878988389,1
1,-1.07205893721,0
1,0.906005047543,0
1,1.21303970964,0
1,-0.565220203018,0
1,-0.446694299607,0
1,-0.843235498087,0
1,-0.295416106952,0
1,-1.25222688579,0
1,0.906304819822,0
1,0.630500634801,1
1,0.013105219367,1
1,1.73857004974,1
1,0.675281757306,0
1,0.718312481955,0
1,-0.0940824730631,1
1,1.47439058539,0
1,-0.257651521749,0
1,1.23034035355,2
1,0.73419169009,1
1,-1.47114996556,0
1,-0.28253110135,1
1,0.813826867025,0
1,-0.678376938092,0
1,-1.26452421252,0
1,0.24750711276,0
1,0.420256858021,0
1,0.743964290709,1
1,0.411283511714,1
1,-0.134677952712,0
1,1.65779533841,0
1,1.27089804464,1
1,-0.968812961008,1
1,-1.31075097292,0
1,-1.34599365192,0
1,0.849750157543,1
1,0.132732499344,0
1,1.77958258144,2
1,1.69774817321,1
1,0.301695389214,0
1,-0.548127724781,0
1,-0.571213058854,0
1,0.521359383721,0
1,-0.247787975592,0
1,-1.20163058674,1
1,0.787816250008,0
1,1.9033571192,1
1,1.0333156768,1
1,0.0149883276104,0
1,0.375994034444,0
1,0.898237287319,1
1,0.366170988936,0
1,-1.86062816963,0
1,0.444811433236,1
1,0.112788742173,0
1,-0.246722052511,0
1,0.96598167085,2
1,-0.531861679148,0
1,-2.06862806461,1
1,-0.449237832479,0
1,-0.965102495306,0
1,-0.447808391297,0
1,-1.13201088381,0
1,0.382554312376,0
1,0.543643678564,2
1,-1.28969996684,0
1,1.60633227654,1
1,0.358176695929,0
1,-0.337557783481,0
1,-0.80138802785,1
1,0.879209191054,1
1,0.498661914675,0
1,-1.78599549823,0
1,1.04950847273,0
1,0.344327257849,0
1,-0.0413321340962,0
1,0.931812392052,1
1,0.309396303103,0
1,-0.235764749585,0
1,0.750415011783,1
1,0.707673648848,1
1,-0.914565256788,0
1,1.65737571656,0
1,0.840928337844,1
1,0.751632759333,0
1,-0.266956344066,1
1,2.55886520818,1
1,-1.05703827333,0
1,-0.632322265544,0
1,-0.38804736899,1
1,0.286302315113,0
1,-0.416211561907,0
1,1.01194865073,0
1,-1.54751977398,0
1,-0.804621005224,0
1,-1.282242315,0
1,-0.335305482655,1
1,0.331297872609,0
1,-0.065438043376,0
1,-0.773551254471,1
1,1.00391325132,1
1,-0.201747241313,1
1,0.562438545976,0
1,1.06822008706,0
1,-0.469676859008,0
1,-0.35416719095,0
1,1.94995911133,2
1,-1.77276109934,1
1,2.37845008872,1
1,-0.163390114171,1
1,-1.43147788443,0
1,2.26738388463,1
1,-0.653472912773,1
1,0.713398498654,1
1,0.435289253095,0
1,-0.541784817065,0
1,-0.38044315207,0
1,-0.279005147977,0
1,0.372637374116,2
1,0.487543783736,0
1,0.106714108429,1
1,0.499477242425,0
1,0.519482398715,0
1,-0.531288926232,0
1,1.11223382142,1
1,-0.0282165828276,0
1,0.431104759902,0
1,1.04126481561,1
1,-1.63280661714,0
1,-0.232387034468,1
1,-2.01110899778,1
1,1.47182385735,1
1,-0.163071663761,1
1,0.696416231954,0
1,0.705207266032,1
1,0.245763647259,0
1,0.604425363903,0
1,-0.704646341936,0
1,-0.390568064382,0
1,1.23981939796,1
1,-0.176570588709,0
1,-0.652225198741,1
1,0.797922939157,2
1,-0.477641702929,1
1,0.510737919392,2
1,-0.986625918162,0
1,-1.34440699111,0
1,-0.0319952404473,0
1,0.710309208045,0
1,-0.0176323938188,0
1,0.554768949431,1
1,0.759947830081,1
1,-0.775205799481,1
1,-0.127784771457,0
1,-0.958291203493,0
1,-0.983887251603,0
1,0.0414564719814,0
1,-0.739236551952,0
1,-0.577743450205,1
1,1.39916801615,1
1,1.58411452201,1
1,2.07019326646,0
1,-0.42311480661,0
1,0.912901761107,1
1,-1.15497553337,1
1,-0.246428054242,1
1,0.273004586811,0
1,1.28797933581,0
1,-1.11175318656,0
1,0.341840737452,0
1,0.684467451862,0
1,-0.993983289712,0
1,-0.883522803368,1
1,-0.637485200499,0
1,-1.12358033311,1
1,-0.585898940352,0
1,0.415671915584,1
1,2.35068055301,1
1,-1.20104711716,0
1,0.79092584364,0
1,-0.281510049203,1
1,-1.9622978834,0
1,1.57196931938,1
1,-0.620740821716,0
1,-0.164616983846,0
1,-0.31218457884,1
1,-0.849577355088,0
1,1.84133944577,2
1,-0.786871910875,0
1,0.652650293535,1
1,0.0125299377716,0
1,1.32833472034,1
1,-0.694239998636,0
1,-1.78432489846,0
1,0.736217228529,1
1,0.648014450318,1
1,1.1756346274,0
1,-1.10345512634,0
1,-0.554378087503,1
1,-0.774406552148,0
1,-1.10926722744,1
1,2.1690234026,1
1,-1.04810650222,1
1,-0.367915904475,1
1,-0.638133265829,0
1,-0.930021880679,0
1,-1.51181409772,0
1,2.68712478137,0
1,-1.29137224374,0
1,-1.18656606297,0
1,-0.592231204726,0
1,0.103534333345,0
1,0.647467714895,0
1,0.433225226881,1
1,0.680003967362,1
1,2.67480581347,0
1,0.237573966185,0
1,-1.33488153921,0
1,1.7806764388,0
1,-0.94273061283,0
1,1.78749473339,2
1,0.438764154348,1
1,2.05950640304,0
1,-0.119964381207,0
1,0.264333456855,1
1,-0.27969844964,0
1,0.565901583024,0
1,2.51688589921,0
1,0.095820006159,1
1,-1.06699858092,0
1,-0.331224512746,1
1,0.570062161315,0
1,0.180997291223,0
1,2.33360324478,0
1,0.515439412168,0
1,-0.00560808474759,0
1,1.39378233822,0
1,-0.0298528545155,1
1,-0.0106811887031,0
1,-0.232645452959,1
1,1.40179850447,1
1,-0.140365799954,0
1,0.868022916118,1
1,-0.630925723406,0
1,1.30627338514,1
1,1.24924547455,1
1,1.2906807924,0
1,0.295676213494,1
1,0.113328447286,0
1,-1.29928103202,0
1,-0.347353108138,0
1,0.113196962043,0
1,1.46540391985,1
1,-0.670372380962,0
1,1.31031203296,0
1,1.54983075941,1
1,2.14947408088,1
1,1.21286495037,0
1,-0.2718708056,2
1,-1.17639357306,0
1,0.603063764019,0
1,0.356264243183,1
1,1.16671629443,1
1,0.814148551307,1
1,-1.38616110617,0
1,-1.01543003038,0
1,-0.966493577012,1
1,0.421543492127,0
1,1.79988893719,1
1,-1.1224887462,0
1,0.575565823837,0
1,-0.0827133553686,1
1,0.951798295965,0
1,-0.009239813669,0
1,0.975840779009,0
1,-0.754219420184,0
1,2.55182899658,1
1,2.07310348687,0
1,-0.705111841678,1
1,1.45607325288,1
1,-0.23776131322,0
1,1.45600414186,0
1,-1.09969631062,1
1,-0.470189662367,1
1,-0.138844760401,0
1,1.33347685231,1
1,0.397310308841,1
1,1.19469168771,1
1,1.57629069447,1
1,-1.10307425441,0
1,1.52151014759,1
1,-0.0604874092173,1
1,0.540814597813,0
1,1.35945870531,0
1,2.76191183736,1
1,-0.0445001485662,0
1,-0.458046322028,1
1,-0.190375325752,0
1,0.00490531608585,1
1,0.638917688416,1
1,0.225130636445,1
1,-0.499328355162,0
1,2.35543246835,0
1,-0.697125756428,0
1,1.17788447814,1
1,1.40326056108,1
1,0.422293275047,0
1,-0.206347163881,1
1,0.939602913012,2
1,-2.23731886719,0
1,-0.496441208857,0
1,0.399599734251,1
1,0.547388432905,1
1,-1.22455360918,0
1,2.20659162503,1
1,0.546070812424,1
1,-1.52161195205,0
1,-1.44778101705,0
1,-0.240083791681,1
1,0.0397498662179,0
1,2.42385211667,0
1,0.467379085646,0
1,0.42512382219,0
1,2.12189578283,2
1,-2.3488414497,0
1,-0.0117353403667,0
1,-1.45476664428,0
1,-1.77081292639,0
1,-1.45358945761,1
1,-1.16596015865,0
1,0.416094708915,1
1,-0.396258452097,0
1,1.41468063118,1
1,1.37341888749,0
1,1.00426148659,0
1,0.219186824047,0
1,-1.16747232843,0
1,0.640051127444,0
1,0.309527385581,0
1,1.7984437798,1
1,0.369611690311,0
1,-0.286590143208,1
1,-1.01394318167,0
1,-1.12004697996,1
1,0.784092536581,0
1,0.274101838575,1
1,-1.24893427827,0
1,0.19621298817,0
1,0.409891685494,0
1,-1.37124079757,0
1,0.958926562831,1
1,-0.583256599742,1
1,0.431405079416,0
1,-0.123650605044,0
1,-0.814008666873,1
1,0.694267301742,0
1,-1.49780398913,0
1,0.965583456253,1
1,1.96326513337,1
1,-0.224038207419,0
1,0.0556659039029,1
1,0.663226315408,1
1,1.35117674414,0
1,-0.136463793824,0
1,-1.05898266016,0
1,-0.933269814448,0
1,-0.867453969592,1
1,0.166780122497,0
1,1.04026087779,1
1,-0.65092090223,1
1,-0.277619085796,0
1,0.258565332508,0
1,-0.128570212401,0
1,0.207943503545,2
1,-0.541080532342,1
1,-1.61394516644,1
1,-2.1396614525,0
1,1.16485106609,1
1,2.01587113978,0
1,0.943667456673,0
1,-0.195580882971,0
1,-0.222603544227,0
1,0.0490203949538,0
1,0.455554280618,0
1,-0.397403147098,0
1,-1.30038988387,0
1,-0.0181623979683,1
1,0.312096930602,0
1,-0.791759454286,0
1,0.893708602908,0
1,-0.59742927014,1
1,-0.339955236133,0
1,-1.11936863545,0
1,-0.394611115818,0
1,-0.133285940947,0
1,0.101375577783,0
1,-1.73095983661,0
1,0.992315309682,0
1,0.20118399071,1
1,0.185265620721,0
1,2.14038322667,0
1,0.850129635738,0
1,-0.685224830808,0
1,1.21234086753,0
1,0.876777371031,1
1,1.83403676578,1
1,-0.674326550544,0
1,0.7327502612,0
1,0.394197816317,0
1,1.44560217398,0
1,0.154851133557,0
1,-0.173033629965,1
1,-0.127533016068,0
1,0.557141282594,0
1,0.0719806431519,0
1,0.375830309815,1
1,0.3837571894,0
1,0.110337681832,1
1,-0.360223203805,0
1,1.58248566683,2
1,1.56697324913,1
1,2.19589577349,0
1,0.369954157934,0
1,-0.037211758153,0
1,-0.346024829263,1
1,1.58396035864,0
1,-1.07581994082,0
1,0.0774657456994,0
1,0.171655175331,0
1,1.26328306349,1
1,-0.0319005590848,0
1,2.0630143848,1
1,-0.782030461573,0
1,0.00207307973753,1
1,0.617556799574,0
1,0.929778104321,1
1,1.40729199153,1
1,-0.271245890992,0
1,0.847098526175,1
1,-0.757586519289,1
1,-0.908160539879,0
1,0.019099047375,1
1,0.448075124979,0
1,1.89243910258,1
1,0.152117567017,1
1,2.07919128186,0
1,-0.951274672095,0
1,-0.0182936560178,0
1,0.133030686668,1
1,-1.38558692069,0
1,0.0478708929199,1
1,0.452530703952,0
1,-1.98609442804,0
1,-0.438488172902,1
1,0.609543366603,1
1,0.27343282292,0
1,0.314046835194,0
1,-1.3602047283,0
1,0.745208843213,1
1,-0.293437569293,2
1,-2.19799949319,0
1,-1.06422397512,0
1,-0.894025492607,1
1,-0.823768471767,0
1,0.676530187038,0
1,-0.150002593879,0
1,1.1311839071,1
1,-1.00821530905,0
1,2.5665799336,1
1,-0.846685203727,1
1,-1.30336114331,0
1,-0.0146348618506,0
1,0.892961709683,1
1,0.0116972406703,0
1,-0.197899393142,0
1,-0.862789453206,0
1,0.389798540826,1
1,0.442082925256,0
1,0.103890034575,0
1,1.16524108984,0
1,-1.17069666689,0
1,-1.11115645539,0
1,-0.233931195919,0
1,-0.39550834002,1
1,1.30673058526,1
1,-0.59366373645,0
1,0.440103574517,1
1,0.0461302956673,0
1,0.512529914118,0
1,1.04137700709,0
1,-1.31868205139,0
1,1.90024318197,1
1,1.59084033705,1
1,-0.177423368884,0
1,-1.38737554494,0
1,1.2547144536,0
1,0.311778626616,1
1,-0.256191282305,0
1,-0.285587129714,0
1,-0.686267481399,1
1,-0.307713564638,0
1,-0.179429421256,1
1,1.67456755603,1
1,1.23659042863,1
1,-0.845894174213,0
1,-0.156993408124,1
1,0.0838694643409,1
1,-1.29946943258,0
1,0.893328677644,1
1,-0.246438333146,0
1,-0.716383993123,0
1,-1.48857054889,0
1,-0.778497101031,0
1,2.65086981886,2
1,0.198061179113,0
1,1.23139497793,1
1,0.407699806032,0
1,0.706333320345,0
1,-0.398671023188,0
1,0.0367492988527,1
1,0.856429462041,0
1,0.212608939034,0
1,1.46863102161,1
1,2.20346201902,0
1,1.3019517838,1
1,2.11458030122,0
1,1.86390417806,0
1,-0.14330814708,0
1,1.06350336304,0
1,1.44104203071,0
1,0.732469355827,1
1,0.166237139852,1
1,-0.52033608689,1
